"index","name_occup_de","Berufsabteilungen","Berufsklassen","Berufsgruppen","Berufsarten","name_occup_fr","name_occup_it","name_occup_en"
"33","Nicht akademische betriebswirtschaftliche und kaufmännische Fachkräfte und Verwaltungsfachkräfte",NA,"33",NA,NA,"Professions intermédiaires, finance et administration","Professioni intermedie nelle attività finanziarie e amministrative","Business and administration associate professionals"
"330","Nicht akademische betriebswirtschaftliche und kaufmännische Fachkräfte und Verwaltungsfachkräfte, onA",NA,NA,"330",NA,"Professions intermédiaires, finance et administration, sip","Professioni intermedie nelle attività finanziarie e amministrative, s.a.i.","Business and administration associate professionals, nos"
"3300","Nicht akademische betriebswirtschaftliche und kaufmännische Fachkräfte und Verwaltungsfachkräfte, onA",NA,NA,NA,"3300","Professions intermédiaires, finance et administration, sip","Professioni intermedie nelle attività finanziarie e amministrative, s.a.i.","Business and administration associate professionals, nos"
"331","Nicht akademische Fachkräfte im Bereich Finanzen und mathematische Verfahren",NA,NA,"331",NA,"Professions intermédiaires de la finance et des mathématiques","Tecnici delle attività finanziarie e matematiche","Financial and mathematical associate professionals"
"3310","Nicht akademische Fachkräfte im Bereich Finanzen und mathematische Verfahren, onA",NA,NA,NA,"3310","Professions intermédiaires de la finance et des mathématiques, sip","Tecnici delle attività finanziarie e matematiche, s.a.i.","Financial and mathematical associate professionals, nos"
"3311","Wertpapierhändler, -makler und Finanzmakler",NA,NA,NA,"3311","Courtiers en valeurs et cambistes","Mediatori di borsa e agenti di cambio","Securities and finance dealers and brokers"
"3312","Kreditsachbearbeiter",NA,NA,NA,"3312","Responsables des prêts","Operatori crediti e prestiti","Credit and loans officers"
"3313","Nicht akademische Fachkräfte im Rechnungswesen",NA,NA,NA,"3313","Professions intermédiaires de la comptabilité","Contabili (livello intermedio)","Accounting associate professionals"
"3314","Nicht akademische statistische, mathematische und verwandte Fachkräfte",NA,NA,NA,"3314","Professions intermédiaires de la statistique, des mathématiques et assimilées","Tecnici statistici e matematici ed assimilati","Statistical, mathematical and related associate professionals"
"3315","Schätzer und Schadensgutachter",NA,NA,NA,"3315","Commissaires-priseurs et autres experts en évaluation","Valutatori di rischio e periti stimatori di danno","Valuers and loss assessors"
"332","Vertriebsagenten, Einkäufer und Handelsmakler",NA,NA,"332",NA,"Agents de vente et d’achat, courtiers","Agenti di vendita e acquisto e mediatori","Sales and purchasing agents and brokers"
"3320","Vertriebsagenten, Einkäufer und Handelsmakler, onA",NA,NA,NA,"3320","Agents de vente et d’achat, courtiers, sip","Agenti di vendita e acquisto e mediatori, s.a.i.","Sales and purchasing agents and brokers, nos"
"3321","Versicherungsvertreter",NA,NA,NA,"3321","Agents d’assurances","Agenti assicurativi","Insurance representatives"
"3322","Vertriebsagenten",NA,NA,NA,"3322","Représentants et techniciens commerciaux","Rappresentanti di commercio","Commercial sales representatives"
"3323","Einkäufer",NA,NA,NA,"3323","Acheteurs","Responsabili degli acquisti","Buyers"
"3324","Handelsmakler",NA,NA,NA,"3324","Courtiers en marchandises","Mediatori commerciali","Trade brokers"
"333","Fachkräfte für unternehmensbezogene Dienstleistungen",NA,NA,"333",NA,"Agents de services commerciaux","Agenti commerciali","Business services agents"
"3330","Fachkräfte für unternehmensbezogene Dienstleistungen, onA",NA,NA,NA,"3330","Agents de services commerciaux, sip","Agenti commerciali, s.a.i.","Business services agents, nos"
"3331","Fachkräfte für Abrechnungs- und Speditionsdienstleistungen",NA,NA,NA,"3331","Agents concessionnaires","Agenti concessionari","Clearing and forwarding agents"
"3332","Konferenz- und Veranstaltungsplaner",NA,NA,NA,"3332","Organisateurs de conférences et d’événements","Organizzatori di conferenze e di eventi","Conference and event planners"
"3333","Arbeits- und Personalvermittler",NA,NA,NA,"3333","Agents d’emploi et de recrutement de main-d’œuvre","Agenti di stesura di contratti di impiego e di reclutamento","Employment agents and contractors"
"3334","Immobilienmakler und -verwalter",NA,NA,NA,"3334","Agents immobiliers","Agenti immobiliari e amministratori","Real estate agents and property managers"
"3339","Fachkräfte für unternehmensbezogene Dienstleistungen, anderweitig nicht genannt",NA,NA,NA,"3339","Agents de services commerciaux non classés ailleurs","Agenti commerciali non classificati altrove","Business services agents not elsewhere classified"
"334","Sekretariatsfachkräfte",NA,NA,"334",NA,"Secrétaires d’administration et secrétaires spécialisés","Personale di segreteria addetto ad attività amministrative e specializzate","Administrative and specialized secretaries"
"3340","Sekretariatsfachkräfte, onA",NA,NA,NA,"3340","Secrétaires d’administration et secrétaires spécialisés, sip","Personale di segreteria addetto ad attività amministrative e specializzate, s.a.i.","Administrative and specialized secretaries, nos"
"3341","Sekretariatsleiter",NA,NA,NA,"3341","Superviseurs, travail de bureau","Capiufficio","Office supervisors"
"3342","Sekretariatsfachkräfte im juristischen Bereich",NA,NA,NA,"3342","Secrétaires, services juridiques","Segretari di studi legali","Legal secretaries"
"3343","Sekretariatsfachkräfte in Verwaltung und Geschäftsleitung",NA,NA,NA,"3343","Secrétaires d’administration et secrétaires exécutifs","Segretari addetti a mansioni amministrative ed esecutive","Administrative and executive secretaries"
"3344","Sekretariatsfachkräfte im Gesundheitswesen",NA,NA,NA,"3344","Secrétaires médicaux/ales","Segretari di studi medici","Medical secretaries"
"335","Fachkräfte in der öffentlichen Verwaltung",NA,NA,"335",NA,"Professions intermédiaires de l’application de la loi et assimilées","Membri di organismi di governo con potestà regolamentare (livello intermedio)","Regulatory government associate professionals"
"3350","Fachkräfte in der öffentlichen Verwaltung, onA",NA,NA,NA,"3350","Professions intermédiaires de l’application de la loi et assimilées, sip","Membri di organismi di governo con potestà regolamentare (livello intermedio), s.a.i.","Regulatory government associate professionals, nos"
"3351","Fachkräfte im Zolldienst und Grenzschutz",NA,NA,NA,"3351","Inspecteurs des douanes et des frontières","Ispettori di dogana e di frontiera","Customs and border inspectors"
"3352","Fachkräfte in der Steuerverwaltung",NA,NA,NA,"3352","Contrôleurs des impôts","Agenti delle tasse e delle imposte","Government tax and excise officials"
"3353","Fachkräfte in Sozialverwaltung und -versicherung",NA,NA,NA,"3353","Agents des services publics accordant des prestations sociales","Agenti dei servizi pubblici di prestazioni sociali","Government social benefits officials"
"3354","Fachkräfte bei staatlichen Pass-, Lizenz- und Genehmigungsstellen",NA,NA,NA,"3354","Agents des services publics accordant des permis et des licences","Agenti dei servizi pubblici di permessi e licenze","Government licensing officials"
"3355","Polizeikommissare und Kriminalbeamte",NA,NA,NA,"3355","Inspecteurs et enquêteurs de police","Ispettori di polizia e detective","Police inspectors and detectives"
"3359","Fachkräfte in der öffentlichen Verwaltung, anderweitig nicht genannt",NA,NA,NA,"3359","Professions intermédiaires de l’application de la loi et assimilées non classées ailleurs","Membri di organismi di governo con potestà regolamentare (livello intermedio) non classificati altrove","Regulatory government associate professionals not elsewhere classified"
"34","Nicht akademische juristische, sozialpflegerische, kulturelle und verwandte Fachkräfte",NA,"34",NA,NA,"Professions intermédiaires des services juridiques, des services sociaux et assimilés","Professioni intermedie nelle scienze giuridiche, sociali e culturali","Legal, social, cultural and related associate professionals"
"340","Nicht akademische juristische, sozialpflegerische, kulturelle und verwandte Fachkräfte, onA",NA,NA,"340",NA,"Professions intermédiaires des services juridiques, des services sociaux et assimilés, sip","Professioni intermedie nelle scienze giuridiche, sociali e culturali, s.a.i.","Legal, social, cultural and related associate professionals, nos"
"3400","Nicht akademische juristische, sozialpflegerische, kulturelle und verwandte Fachkräfte, onA",NA,NA,NA,"3400","Professions intermédiaires des services juridiques, des services sociaux et assimilés, sip","Professioni intermedie nelle scienze giuridiche, sociali e culturali, s.a.i.","Legal, social, cultural and related associate professionals, nos"
"341","Nicht akademische juristische, sozialpflegerische und religiöse Berufe",NA,NA,"341",NA,"Professions intermédiaires des services juridiques, des services sociaux et des religions","Professioni intermedie delle scienze giuridiche, sociali e delle discipline religiose","Legal, social and religious associate professionals"
"3410","Nicht akademische juristische, sozialpflegerische und religiöse Berufe, onA",NA,NA,NA,"3410","Professions intermédiaires des services juridiques, des services sociaux et des religions, sip","Professioni intermedie delle scienze giuridiche, sociali e delle discipline religiose, s.a.i.","Legal, social and religious associate professionals, nos"
"3411","Nicht akademische Fachkräfte für Rechts- und verwandte Angelegenheiten",NA,NA,NA,"3411","Professions juridiques intermédiaires et assimilées","Tecnici delle scienze giuridiche ed assimilati","Legal and related associate professionals"
"3412","Nicht akademische sozialpflegerische Fachkräfte",NA,NA,NA,"3412","Professions intermédiaires du travail social","Tecnici delle scienze sociali","Social work associate professionals"
"3413","Ordensbrüder/-schwestern und Seelsorgehelfer",NA,NA,NA,"3413","Professions intermédiaires des religions","Tecnici delle discipline religiose","Religious associate professionals"
"342","Fachkräfte im Bereich Sport und Fitness",NA,NA,"342",NA,"Travailleurs du secteur des sports et des activités de remise en forme","Professioni dello sport e del fitness","Sports and fitness workers"
"3420","Fachkräfte im Bereich Sport und Fitness, onA",NA,NA,NA,"3420","Travailleurs du secteur des sports et des activités de remise en forme, sip","Professioni dello sport e del fitness, s.a.i.","Sports and fitness workers, nos"
"3421","Athleten und Berufssportler",NA,NA,NA,"3421","Athlètes et sportifs de compétition","Atleti e sportivi","Athletes and sports players"
"3422","Sportlehrer, Sporttrainer und Sportfunktionäre",NA,NA,NA,"3422","Entraîneurs sportifs et arbitres de sport","Allenatori, istruttori e agenti","Sports coaches, instructors and officials"
"3423","Trainer und Betreuer im Bereich Fitness und Erholung",NA,NA,NA,"3423","Instructeurs et animateurs de programmes, loisirs et activités de remise en forme","Istruttori di palestra e preparatori atletici","Fitness and recreation instructors and program leaders"
"343","Fachkräfte in Gestaltung und Kultur sowie Küchenchefs",NA,NA,"343",NA,"Professions intermédiaires de la culture, de la création artistique et des activités culinaires","Professioni tecniche artistiche, culturali e culinarie","Artistic, cultural and culinary associate professionals"
"3430","Fachkräfte in Gestaltung und Kultur sowie Küchenchefs, onA",NA,NA,NA,"3430","Professions intermédiaires de la culture, de la création artistique et des activités culinaires, sip","Professioni tecniche artistiche, culturali e culinarie, s.a.i.","Artistic, cultural and culinary associate professionals, nos"
"3431","Fotografen",NA,NA,NA,"3431","Photographes","Fotografi","Photographers"
"3432","Raumgestalter und Dekorateure",NA,NA,NA,"3432","Décorateurs et designers d’intérieurs","Designer di interni e decoratori","Interior designers and decorators"
"3433","Fachkräfte in Kunstgalerien, Museen und Bibliotheken",NA,NA,NA,"3433","Techniciens de galeries d’art, de musées et de bibliothèques","Tecnici delle gallerie, dei musei e delle biblioteche","Gallery, museum and library technicians"
"3434","Küchenchefs",NA,NA,NA,"3434","Chefs cuisiniers","Chef","Chefs"
"3435","Sonstige Fachkräfte in Gestaltung und Kultur",NA,NA,NA,"3435","Autres professions intermédiaires de la culture et de la création artistique","Altre professioni tecniche dei servizi ricreativi e culturali","Other artistic and cultural associate professionals"
"35","Informations- und Kommunikationstechniker",NA,"35",NA,NA,"Techniciens de l’information et des communications","Tecnici dell'informazione e della comunicazione","Information and communications technicians"
"350","Informations- und Kommunikationstechniker, onA",NA,NA,"350",NA,"Techniciens de l’information et des communications, sip","Tecnici dell'informazione e della comunicazione, s.a.i.","Information and communications technicians, nos"
"3500","Informations- und Kommunikationstechniker, onA",NA,NA,NA,"3500","Techniciens de l’information et des communications, sip","Tecnici dell'informazione e della comunicazione, s.a.i.","Information and communications technicians, nos"
"351","Techniker für den Betrieb von Informations- und Kommunikationstechnologie und für die Anwenderbetreuung",NA,NA,"351",NA,"Techniciens, opérations et soutien aux utilisateurs des technologies de l’information et des communications","Tecnici per la gestione dell'informazione e della comunicazione e per l'assistenza agli utenti","Information and communications technology operations and user support technicians"
"3510","Techniker für den Betrieb von Informations- und Kommunikationstechnologie und für die Anwenderbetreuung, onA",NA,NA,NA,"3510","Techniciens, opérations et soutien aux utilisateurs des technologies de l’information et des communications, sip","Tecnici per la gestione dell'informazione e della comunicazione e per l'assistenza agli utenti, s.a.i.","Information and communications technology operations and user support technicians, nos"
"3511","Techniker für den Betrieb von Informations- und Kommunikationstechnologie",NA,NA,NA,"3511","Techniciens des technologies de l’information et des communications, opérations","Tecnici per la gestione dell'informazione e della comunicazione","Information and communications technology operations technicians"
"3512","Techniker für die Anwenderbetreuung in der Informations- und Kommunikationstechnologie",NA,NA,NA,"3512","Techniciens des technologies de l’information et des communications, soutien aux utilisateurs","Tecnici per l'assistenza agli utenti della tecnologia dell'informazione e della comunicazione","Information and communications technology user support technicians"
"3513","Techniker für Computernetzwerke und -systeme",NA,NA,NA,"3513","Techniciens, réseaux et systèmes d’ordinateurs","Tecnici di rete e sistemi informatici","Computer network and systems technicians"
"3514","Webmaster",NA,NA,NA,"3514","Techniciens de l’internet","Tecnici Web","Web technicians"
"352","Telekommunikations- und Rundfunktechniker",NA,NA,"352",NA,"Techniciens des télécommunications et de la radiodiffusion","Tecnici della trasmissione radiotelevisiva e delle telecomunicazioni","Telecommunications and broadcasting technicians"
"3520","Telekommunikations- und Rundfunktechniker, onA",NA,NA,NA,"3520","Techniciens des télécommunications et de la radiodiffusion, sip","Tecnici della trasmissione radiotelevisiva e delle telecomunicazioni, s.a.i.","Telecommunications and broadcasting technicians, nos"
"3521","Techniker für Rundfunk und audiovisuelle Medien",NA,NA,NA,"3521","Techniciens de radio-télévision et d’enregistrement audiovisuel","Tecnici della trasmissione radiotelevisiva e degli apparati audio-video","Broadcasting and audio-visual technicians"
"3522","Telekommunikationstechniker",NA,NA,NA,"3522","Techniciens de télécommunications","Tecnici dell'ingegneria delle comunicazioni","Telecommunications engineering technicians"
"4","Bürokräfte und verwandte Berufe","4",NA,NA,NA,"Employés de type administratif","Impiegati di ufficio","Clerical support workers"
"40","Bürokräfte und verwandte Berufe, onA",NA,"40",NA,NA,"Employés de type administratif, sip","Impiegati di ufficio, s.a.i.","Clerical support workers, nos"
"400","Bürokräfte und verwandte Berufe, onA",NA,NA,"400",NA,"Employés de type administratif, sip","Impiegati di ufficio, s.a.i.","Clerical support workers, nos"
"4000","Bürokräfte und verwandte Berufe, onA",NA,NA,NA,"4000","Employés de type administratif, sip","Impiegati di ufficio, s.a.i.","Clerical support workers, nos"
"41","Allgemeine Büro- und Sekretariatskräfte",NA,"41",NA,NA,"Employés de bureau","Impiegati con compiti generali e operatori su macchine di ufficio","General and keyboard clerks"
"410","Allgemeine Büro- und Sekretariatskräfte, onA",NA,NA,"410",NA,"Employés de bureau, sip","Impiegati con compiti generali e operatori su macchine di ufficio, s.a.i.","General and keyboard clerks, nos"
"4100","Allgemeine Büro- und Sekretariatskräfte, onA",NA,NA,NA,"4100","Employés de bureau, sip","Impiegati con compiti generali e operatori su macchine di ufficio, s.a.i.","General and keyboard clerks, nos"
"411","Allgemeine Bürokräfte",NA,NA,"411",NA,"Employés de bureau, fonctions générales","Personale di ufficio con compiti generali","General office clerks"
"4110","Allgemeine Bürokräfte",NA,NA,NA,"4110","Employés de bureau, fonctions générales","Personale di ufficio con compiti generali","General office clerks"
"412","Sekretariatskräfte (allgemein)",NA,NA,"412",NA,"Secrétaires (fonctions générales)","Personale di segreteria (compiti generali)","Secretaries (general)"
"4120","Sekretariatskräfte (allgemein)",NA,NA,NA,"4120","Secrétaires (fonctions générales)","Personale di segreteria (compiti generali)","Secretaries (general)"
"413","Schreibkräfte und Datenerfasser",NA,NA,"413",NA,"Opérateurs sur clavier","Operatori su macchine di ufficio","Keyboard operators"
"4130","Schreibkräfte und Datenerfasser, onA",NA,NA,NA,"4130","Opérateurs sur clavier, sip","Operatori su macchine di ufficio, s.a.i.","Keyboard operators, nos"
"4131","Schreibkräfte und Bediener von Textverarbeitungsanlagen",NA,NA,NA,"4131","Dactylographes et opérateurs de traitement de texte","Dattilografi e operatori di trattamento testi","Typists and word processing operators"
"4132","Datenerfasser",NA,NA,NA,"4132","Opérateurs sur clavier numérique","Addetti all'inserimento dati","Data entry clerks"
"42","Bürokräfte mit Kundenkontakt",NA,"42",NA,NA,"Employés de réception, guichetiers et assimilés","Impiegati a contatto diretto con il pubblico","Customer services clerks"
"420","Bürokräfte mit Kundenkontakt, onA",NA,NA,"420",NA,"Employés de réception, guichetiers et assimilés, sip","Impiegati a contatto diretto con il pubblico, s.a.i.","Customer services clerks, nos"
"4200","Bürokräfte mit Kundenkontakt, onA",NA,NA,NA,"4200","Employés de réception, guichetiers et assimilés, sip","Impiegati a contatto diretto con il pubblico, s.a.i.","Customer services clerks, nos"
"421","Schalterbedienstete, Inkassobeauftragte und verwandte Berufe",NA,NA,"421",NA,"Guichetiers, encaisseurs et assimilés","Personale addetto allo sportello, cassieri ed assimilati","Tellers, money collectors and related clerks"
"4210","Schalterbedienstete, Inkassobeauftragte und verwandte Berufe, onA",NA,NA,NA,"4210","Guichetiers, encaisseurs et assimilés, sip","Personale addetto allo sportello, cassieri ed assimilati, s.a.i.","Tellers, money collectors and related clerks, nos"
"4211","Bank- und andere Schalterbedienstete",NA,NA,NA,"4211","Guichetiers de banque et assimilés","Addetti allo sportello bancario ed assimilati","Bank tellers and related clerks"
"4212","Buchmacher, Croupiers und verwandte Berufe im Bereich Glücks- und Wettspiele",NA,NA,NA,"4212","Croupiers et assimilés dans le secteur des jeux de hasard","Allibratori, croupier ed assimilati","Bookmakers, croupiers and related gaming workers"
"4213","Pfandleiher und Geldverleiher",NA,NA,NA,"4213","Prêteurs sur gages et bailleurs de fonds","Addetti ad agenzie di pegno e di prestito","Pawnbrokers and money-lenders"
"4214","Inkassobeauftragte und verwandte Berufe",NA,NA,NA,"4214","Encaisseurs et assimilés","Esattori di crediti ed assimilati","Debt-collectors and related workers"
"422","Berufe im Bereich Kundeninformation",NA,NA,"422",NA,"Employés chargés d’informer la clientèle","Personale addetto all'informazione della clientela","Client information workers"
"4220","Berufe im Bereich Kundeninformation, onA",NA,NA,NA,"4220","Employés chargés d’informer la clientèle, sip","Personale addetto all'informazione della clientela, s.a.i.","Client information workers, nos"
"4221","Reiseverkehrsfachkräfte",NA,NA,NA,"4221","Consultants et employés d’agence de voyages","Consulenti turistici e operatori","Travel consultants and clerks"
"4222","Kundeninformationsfachkräfte in Call Centers",NA,NA,NA,"4222","Employés de centre d’appel","Tecnici dei centri di informazione","Contact centre information clerks"
"4223","Telefonisten",NA,NA,NA,"4223","Téléphonistes-standardistes","Operatori di centrali telefoniche","Telephone switchboard operators"
"4224","Hotelrezeptionisten",NA,NA,NA,"4224","Réceptionnistes, hôtellerie","Portieri di albergo","Hotel receptionists"
"4225","Auskunftspersonal",NA,NA,NA,"4225","Employés, service d’information","Addetti all'informazione","Enquiry clerks"
"4226","Empfangskräfte (allgemein)",NA,NA,NA,"4226","Réceptionnistes (fonctions générales)","Addetti alla reception (compiti generali)","Receptionists (general)"
"4227","Interviewer im Bereich Umfragen und Marktforschung",NA,NA,NA,"4227","Intervieweurs, enquêtes et études de marché","Addetti alla rilevazione e alle indagini di mercato","Survey and market research interviewers"
"4229","Berufe im Bereich Kundeninformation, anderweitig nicht genannt",NA,NA,NA,"4229","Employés chargés d’informer la clientèle non classés ailleurs","Personale addetto all'informazione della clientela non classificato altrove","Client information workers not elsewhere classified"
"43","Bürokräfte im Finanz- und Rechnungswesen, in der Statistik und in der Materialwirtschaft",NA,"43",NA,NA,"Employés des services comptables et d’approvisionnement","Impiegati addetti ai servizi contabili e finanziari e alla registrazione dei materiali","Numerical and material recording clerks"
"430","Bürokräfte im Finanz- und Rechnungswesen, in der Statistik und in der Materialwirtschaft, onA",NA,NA,"430",NA,"Employés des services comptables et d’approvisionnement, sip","Impiegati addetti ai servizi contabili e finanziari e alla registrazione dei materiali, s.a.i.","Numerical and material recording clerks, nos"
"4300","Bürokräfte im Finanz- und Rechnungswesen, in der Statistik und in der Materialwirtschaft, onA",NA,NA,NA,"4300","Employés des services comptables et d’approvisionnement, sip","Impiegati addetti ai servizi contabili e finanziari e alla registrazione dei materiali, s.a.i.","Numerical and material recording clerks, nos"
"431","Bürokräfte im Finanz- und Rechnungswesen und in der Statistik",NA,NA,"431",NA,"Employés des services comptables et financiers","Personale addetto ai servizi contabili e finanziari","Numerical clerks"
"4310","Bürokräfte im Finanz- und Rechnungswesen und in der Statistik, onA",NA,NA,NA,"4310","Employés des services comptables et financiers, sip","Personale addetto ai servizi contabili e finanziari, s.a.i.","Numerical clerks, nos"
"4311","Bürokräfte im Rechnungswesen und in der Buchhaltung",NA,NA,NA,"4311","Aides comptables et teneurs de livres","Aiuto contabili","Accounting and bookkeeping clerks"
"4312","Bürokräfte in der Statistik, im Finanz- und Versicherungswesen",NA,NA,NA,"4312","Employés de services statistiques ou financiers","Addetti a servizi statistici, finanziari e assicurativi","Statistical, finance and insurance clerks"
"4313","Bürokräfte in der Lohnbuchhaltung",NA,NA,NA,"4313","Commis, service de paie","Addetti buste paga","Payroll clerks"
"432","Bürokräfte im Bereich Materialwirtschaft und Transport und verwandte Berufe",NA,NA,"432",NA,"Employés d’approvisionnement, d’ordonnancement et des transports","Personale addetto alla registrazione dei materiali e alla gestione amministrativa dei trasporti","Material-recording and transport clerks"
"4320","Bürokräfte im Bereich Materialwirtschaft und Transport und verwandte Berufe, onA",NA,NA,NA,"4320","Employés d’approvisionnement, d’ordonnancement et des transports, sip","Personale addetto alla registrazione dei materiali e alla gestione amministrativa dei trasporti, s.a.i.","Material-recording and transport clerks, nos"
"4321","Fachkräfte in der Lagerwirtschaft",NA,NA,NA,"4321","Employés du service des stocks","Addetti alla gestione degli stock","Stock clerks"
"4322","Bürokräfte in der Material- und Fertigungsplanung und verwandte Berufe",NA,NA,NA,"4322","Employés du service d’ordonnancement de la production","Addetti alla produzione","Production clerks"
"4323","Bürokräfte in der Transportwirtschaft und verwandte Berufe",NA,NA,NA,"4323","Employés du service des transports","Addetti alla gestione amministrativa dei trasporti","Transport clerks"
"44","Sonstige Bürokräfte und verwandte Berufe",NA,"44",NA,NA,"Autres employés de type administratif","Altri impiegati di ufficio","Other clerical support workers"
"441","Sonstige Bürokräfte und verwandte Berufe",NA,NA,"441",NA,"Autres employés de type administratif","Altri impiegati di ufficio","Other clerical support workers"
"4410","Sonstige Bürokräfte und verwandte Berufe, onA",NA,NA,NA,"4410","Autres employés de type administratif, sip","Altri impiegati di ufficio, s.a.i.","Other clerical support workers, nos"
"4411","Bibliotheksassistenten",NA,NA,NA,"4411","Employés de bibliothèque","Addetti a biblioteche","Library clerks"
"4412","Postverteiler und -sortierer",NA,NA,NA,"4412","Employés de service du courrier","Addetti all'inoltro e allo smistamento di posta e documentazione","Mail carriers and sorting clerks"
"4413","Kodierer, Korrekturleser und verwandte Bürokräfte",NA,NA,NA,"4413","Codeurs, correcteurs d’épreuves et assimilés","Addetti alla codifica, alla correzione di bozze ed assimilati","Coding, proof-reading and related clerks"
"4414","Schreiber und verwandte Arbeitskräfte",NA,NA,NA,"4414","Écrivains publics et assimilés","Scrivani ed assimilati","Scribes and related workers"
"4415","Bürokräfte für Registratur und Dokumentation",NA,NA,NA,"4415","Classeurs-archivistes","Addetti ad archivi e schedari","Filing and copying clerks"
"4416","Bürokräfte im Personalwesen",NA,NA,NA,"4416","Employés, service du personnel","Addetti alla gestione del personale","Personnel clerks"
"4419","Bürokräfte und verwandte Berufe, anderweitig nicht genannt",NA,NA,NA,"4419","Employés administratifs non classés ailleurs","Altri impiegati di ufficio non classificati altrove","Clerical support workers not elsewhere classified"
"5","Dienstleistungsberufe und Verkäufer","5",NA,NA,NA,"Personnel des services directs aux particuliers, commerçants et vendeurs","Professioni nelle attività commerciali e nei servizi","Service and sales workers"
"50","Dienstleistungsberufe und Verkäufer, onA",NA,"50",NA,NA,"Personnel des services directs aux particuliers, commerçants et vendeurs, sip","Professioni nelle attività commerciali e nei servizi, s.a.i.","Service and sales workers, nos"
"500","Dienstleistungsberufe und Verkäufer, onA",NA,NA,"500",NA,"Personnel des services directs aux particuliers, commerçants et vendeurs, sip","Professioni nelle attività commerciali e nei servizi, s.a.i.","Service and sales workers, nos"
"5000","Dienstleistungsberufe und Verkäufer, onA",NA,NA,NA,"5000","Personnel des services directs aux particuliers, commerçants et vendeurs, sip","Professioni nelle attività commerciali e nei servizi, s.a.i.","Service and sales workers, nos"
"51","Berufe im Bereich personenbezogener Dienstleistungen",NA,"51",NA,NA,"Personnel des services directs aux particuliers","Professioni nei servizi alle persone","Personal service workers"
"510","Berufe im Bereich personenbezogener Dienstleistungen, onA",NA,NA,"510",NA,"Personnel des services directs aux particuliers, sip","Professioni nei servizi alle persone, s.a.i.","Personal service workers, nos"
"5100","Berufe im Bereich personenbezogener Dienstleistungen, onA",NA,NA,NA,"5100","Personnel des services directs aux particuliers, sip","Professioni nei servizi alle persone, s.a.i.","Personal service workers, nos"
"511","Reisebegleiter, Schaffner und Reiseleiter",NA,NA,"511",NA,"Agents d’accompagnement et assimilés (transports et tourisme)","Assistenti di viaggio, accompagnatori e guide","Travel attendants, conductors and guides"
"5110","Reisebegleiter, Schaffner und Reiseleiter, onA",NA,NA,NA,"5110","Agents d’accompagnement et assimilés (transports et tourisme), sip","Assistenti di viaggio, accompagnatori e guide, s.a.i.","Travel attendants, conductors and guides, nos"
"5111","Reisebegleiter und Stewards",NA,NA,NA,"5111","Agents d’accueil et stewards","Assistenti di viaggio e steward","Travel attendants and travel stewards"
"5112","Schaffner",NA,NA,NA,"5112","Contrôleurs et receveurs de transports publics","Controllori e bigliettai di trasporti pubblici","Transport conductors"
"5113","Reiseleiter/Fremdenführer",NA,NA,NA,"5113","Guides","Guide","Travel guides"
"512","Köche",NA,NA,"512",NA,"Cuisiniers","Cuochi","Cooks"
"5120","Köche",NA,NA,NA,"5120","Cuisiniers","Cuochi","Cooks"
"513","Kellner und Barkeeper",NA,NA,"513",NA,"Serveurs et barmen","Camerieri e baristi","Waiters and bartenders"
"5130","Kellner und Barkeeper, onA",NA,NA,NA,"5130","Serveurs et barmen, sip","Camerieri e baristi, s.a.i.","Waiters and bartenders, nos"
"5131","Kellner",NA,NA,NA,"5131","Serveurs","Camerieri","Waiters"
"5132","Barkeeper",NA,NA,NA,"5132","Barmen","Baristi","Bartenders"
"514","Friseure, Kosmetiker und verwandte Berufe",NA,NA,"514",NA,"Coiffeurs, esthéticiens et assimilés","Parrucchieri, estetisti ed assimilati","Hairdressers, beauticians and related workers"
"5140","Friseure, Kosmetiker und verwandte Berufe, onA",NA,NA,NA,"5140","Coiffeurs, esthéticiens et assimilés, sip","Parrucchieri, estetisti ed assimilati, s.a.i.","Hairdressers, beauticians and related workers, nos"
"5141","Friseure",NA,NA,NA,"5141","Coiffeurs","Parrucchieri","Hairdressers"
"5142","Kosmetiker und verwandte Berufe",NA,NA,NA,"5142","Esthéticiens et assimilés","Estetisti ed assimilati","Beauticians and related workers"
"515","Hauswarte und Hauswirtschaftsleiter",NA,NA,"515",NA,"Intendants, gouvernantes et concierges","Supervisori di servizi di manutenzione e pulizia","Building and housekeeping supervisors"
"5150","Hauswarte und Hauswirtschaftsleiter, onA",NA,NA,NA,"5150","Intendants, gouvernantes et concierges, sip","Supervisori di servizi di manutenzione e pulizia, s.a.i.","Building and housekeeping supervisors, nos"
"5151","Reinigungs- und Hauswirtschaftsleiter in Büros, Hotels und anderen Einrichtungen",NA,NA,NA,"5151","Intendants et superviseurs des services de nettoyage de bureaux, des hôtels et d’autres établissements","Supervisori di servizi di pulizia in uffici, esercizi alberghieri ed altri esercizi","Cleaning and housekeeping supervisors in offices, hotels and other establishments"
"5152","Hauswirtschafter in Privathaushalten",NA,NA,NA,"5152","Gouvernantes et intendants à domicile","Collaboratori domestici","Domestic housekeepers"
"5153","Hauswarte",NA,NA,NA,"5153","Concierges","Custodi di immobili","Building caretakers"
"516","Sonstige Berufe im Bereich personenbezogener Dienstleistungen",NA,NA,"516",NA,"Autre personnel des services directs aux particuliers","Altre professioni nei servizi alle persone","Other personal services workers"
